player_id,player_name,team,fga_rim,fgm_rim,fga_paint_non_ra,fgm_paint_non_ra,fga_midrange,fgm_midrange,fga_corner3,fgm_corner3,fga_above_break3,fgm_above_break3,total_fga,total_fgm,assisted_fgm,unassisted_fgm,ppg,rpg,apg
1628404,Josh Hart,NYK,193,130,105,50,52,21,72.0,36.0,170,64,592.0,301.0,221.0,80.0,12.0,7.4,4.8
1631169,Josh Minott,BKN,65,52,31,10,3,0,47.0,22.0,106,42,252.0,126.0,100.0,26.0,7.4,3.2,0.9
1642490,Josh Oduro,NOP,9,8,5,2,1,1,1.0,0.0,1,0,17.0,11.0,6.0,5.0,8.3,7.7,1.3
1629006,Josh Okogie,HOU,92,48,30,10,11,5,108.0,36.0,53,26,294.0,125.0,99.0,26.0,4.5,2.6,0.9
201950,Jrue Holiday,POR,125,84,161,75,61,24,60.0,26.0,302,111,709.0,320.0,136.0,184.0,16.3,4.6,6.1
1630577,Julian Champagnie,SAS,113,84,50,17,14,5,187.0,75.0,325,120,689.0,301.0,264.0,37.0,11.1,5.8,1.5
1641763,Julian Phillips,MIN,41,25,14,5,1,1,44.0,13.0,21,7,121.0,51.0,41.0,10.0,2.9,1.0,0.2
1642882,Julian Reese,WAS,73,48,38,13,8,2,0.0,0.0,0,0,119.0,63.0,42.0,21.0,11.8,10.5,1.8
1631124,Julian Strawther,DEN,71,44,76,37,22,10,49.0,22.0,101,36,319.0,149.0,113.0,36.0,7.2,2.0,1.1
203944,Julius Randle,MIN,396,267,288,136,177,68,77.0,26.0,269,83,1207.0,580.0,300.0,280.0,21.1,6.7,5.0
1630551,Justin Champagnie,WAS,232,164,57,14,7,1,57.0,16.0,109,37,462.0,232.0,151.0,81.0,8.7,5.6,1.2
1642348,Justin Edwards,PHI,64,44,60,25,16,7,31.0,12.0,149,55,320.0,143.0,100.0,43.0,6.0,1.5,1.3
203994,Jusuf Nurkić,UTA,132,77,140,74,15,4,4.0,2.0,67,23,358.0,180.0,135.0,45.0,10.9,10.4,4.8
1642354,KJ Simpson,DEN,28,14,25,7,6,1,6.0,3.0,34,9,99.0,34.0,15.0,19.0,4.6,1.9,2.2
1642955,Kadary Richmond,WAS,9,6,3,2,0,0,1.0,0.0,3,2,16.0,10.0,6.0,4.0,8.3,3.3,2.7
1642880,Kam Jones,IND,37,24,50,19,7,3,19.0,6.0,56,16,169.0,68.0,36.0,32.0,4.4,1.6,3.2
1626157,Karl-Anthony Towns,NYK,493,304,161,76,71,24,16.0,7.0,291,106,1032.0,517.0,340.0,177.0,20.1,11.9,3.0
1631255,Karlo Matković,NOP,115,94,27,9,3,1,48.0,23.0,42,15,235.0,142.0,113.0,29.0,5.7,3.7,0.8
1642857,Kasparas Jakučionis,MIA,51,28,24,7,7,1,50.0,29.0,106,37,238.0,102.0,80.0,22.0,6.2,2.6,2.6
202695,Kawhi Leonard,LAC,204,151,348,192,261,121,43.0,18.0,402,153,1258.0,635.0,251.0,384.0,27.9,6.4,3.6
1630811,Keaton Wallace,ATL,9,5,41,19,19,6,9.0,4.0,93,34,171.0,68.0,46.0,22.0,3.5,1.1,1.8
1631099,Keegan Murray,SAC,36,27,97,48,55,20,20.0,5.0,92,26,300.0,126.0,80.0,46.0,14.0,5.7,1.7
1642276,Kel'el Ware,MIA,311,218,91,31,14,3,68.0,29.0,165,63,649.0,344.0,262.0,82.0,11.1,9.0,0.7
1629640,Keldon Johnson,SAS,329,213,181,95,14,7,141.0,51.0,132,48,797.0,414.0,267.0,147.0,13.2,5.4,1.4
203482,Kelly Olynyk,SAS,35,29,10,4,4,2,10.0,4.0,37,8,96.0,47.0,27.0,20.0,3.2,1.8,1.2
1626162,Kelly Oubre Jr.,PHI,147,98,131,61,27,9,87.0,40.0,152,46,544.0,254.0,171.0,83.0,14.1,5.0,1.6
1631113,Kennedy Chandler,UTA,48,31,41,12,10,3,10.0,4.0,28,11,137.0,61.0,28.0,33.0,15.0,3.4,6.7
1629026,Kenrich Williams,OKC,94,59,40,15,33,16,33.0,15.0,96,35,296.0,140.0,93.0,47.0,6.5,3.3,1.4
203484,Kentavious Caldwell-Pope,MEM,57,34,53,24,82,37,35.0,11.0,139,44,366.0,150.0,117.0,33.0,8.4,2.5,2.7
1631165,Keon Ellis,CLE,61,52,47,21,25,5,93.0,34.0,158,57,384.0,169.0,148.0,21.0,6.7,1.9,1.0
1642352,Keshad Johnson,MIA,46,34,13,3,1,1,16.0,6.0,28,7,104.0,51.0,37.0,14.0,4.3,1.9,0.3
1642933,Keshon Gilbert,ATL,6,4,2,0,1,1,1.0,0.0,2,0,12.0,5.0,2.0,3.0,4.3,1.3,3.0
201142,Kevin Durant,HOU,128,98,379,230,419,202,48.0,24.0,402,162,1376.0,716.0,386.0,330.0,26.0,5.5,4.8
1628989,Kevin Huerter,DET,151,115,94,43,26,11,75.0,27.0,250,73,596.0,269.0,211.0,58.0,10.0,3.5,2.6
201567,Kevin Love,UTA,33,11,17,11,7,4,30.0,17.0,112,36,199.0,79.0,70.0,9.0,6.7,5.8,1.8
1641755,Kevin McCullar Jr.,NYK,14,8,4,3,5,1,7.0,3.0,17,5,47.0,20.0,13.0,7.0,2.4,1.3,1.0
1629645,Kevin Porter Jr.,MIL,159,98,107,46,105,49,31.0,10.0,112,36,514.0,239.0,73.0,166.0,17.4,5.2,7.4
1626172,Kevon Looney,NOP,36,22,5,0,6,1,1.0,0.0,12,2,60.0,25.0,9.0,16.0,2.8,5.6,1.6
1641718,Keyonte George,UTA,135,97,241,111,143,60,48.0,19.0,314,115,881.0,402.0,235.0,167.0,23.6,3.7,6.1
1642863,Khaman Maluach,PHX,71,46,11,4,2,1,7.0,1.0,14,4,105.0,56.0,37.0,19.0,3.0,2.9,0.1
203114,Khris Middleton,DAL,62,35,97,39,195,86,59.0,24.0,127,43,540.0,227.0,123.0,104.0,10.2,3.7,2.8
1630165,Killian Hayes,SAC,8,5,41,16,26,4,8.0,1.0,55,16,138.0,42.0,19.0,23.0,5.5,2.3,3.5
202691,Klay Thompson,DAL,48,28,41,15,113,42,121.0,47.0,405,154,728.0,286.0,256.0,30.0,11.7,2.1,1.4
1641738,Kobe Brown,IND,103,67,21,6,8,2,53.0,23.0,86,29,271.0,127.0,88.0,39.0,5.8,3.0,1.3
1641723,Kobe Bufkin,LAL,6,5,13,5,5,0,5.0,1.0,21,4,50.0,15.0,9.0,6.0,2.9,0.8,0.6
1642920,Kobe Sanders,LAC,68,50,69,32,51,17,70.0,34.0,126,46,384.0,179.0,133.0,46.0,7.3,2.3,1.6
1642886,Koby Brea,PHX,3,2,2,0,1,0,5.0,2.0,25,11,36.0,15.0,11.0,4.0,3.8,0.7,0.8
1642851,Kon Knueppel,CHA,193,125,185,93,64,24,143.0,72.0,498,201,1083.0,515.0,395.0,120.0,18.5,5.3,3.4
1627739,Kris Dunn,LAC,120,82,125,61,18,4,91.0,40.0,123,40,477.0,227.0,146.0,81.0,7.3,3.3,3.6
1631200,Kris Murray,POR,135,88,19,7,0,0,71.0,20.0,51,14,276.0,129.0,98.0,31.0,5.8,3.6,1.4
204001,Kristaps Porziņģis,GSW,73,47,91,44,64,28,17.0,11.0,143,43,388.0,173.0,120.0,53.0,16.7,5.2,2.5
203937,Kyle Anderson,MIN,65,40,117,57,9,6,8.0,3.0,3,1,202.0,107.0,49.0,58.0,6.2,3.5,2.9
1642271,Kyle Filipowski,UTA,225,155,185,88,19,6,98.0,33.0,130,41,657.0,323.0,232.0,91.0,11.4,7.2,2.6
1628398,Kyle Kuzma,MIL,252,173,151,60,47,23,85.0,31.0,153,52,688.0,339.0,241.0,98.0,13.0,4.5,2.7
200768,Kyle Lowry,PHI,0,0,0,0,0,0,4.0,1.0,21,3,25.0,4.0,4.0,0.0,1.2,0.6,0.8
1642273,Kyshawn George,WAS,114,77,109,37,94,40,53.0,23.0,207,76,577.0,253.0,132.0,121.0,14.8,5.1,4.5
1643018,LJ Cryer,GSW,4,3,8,3,11,4,17.0,3.0,77,34,117.0,47.0,34.0,13.0,8.2,1.6,1.0
1630163,LaMelo Ball,CHA,177,101,250,105,77,28,96.0,41.0,644,231,1244.0,506.0,228.0,278.0,20.1,4.8,7.1
1642950,Lachlan Olbrich,CHI,43,25,14,8,1,1,7.0,0.0,12,2,77.0,36.0,26.0,10.0,2.4,3.0,1.1
1629013,Landry Shamet,NYK,61,42,19,4,21,10,118.0,51.0,145,52,364.0,159.0,144.0,15.0,9.3,1.8,1.4
1626204,Larry Nance Jr.,CLE,44,26,14,4,3,1,32.0,14.0,31,7,124.0,52.0,45.0,7.0,3.7,2.7,1.0
1628374,Lauri Markkanen,UTA,226,160,179,87,76,22,72.0,33.0,252,82,805.0,384.0,302.0,82.0,26.7,6.9,2.1
1643133,Lawson Lovering,MEM,7,6,3,0,0,0,0.0,0.0,0,0,10.0,6.0,4.0,2.0,7.0,7.5,1.5
2544,LeBron James,LAL,340,257,178,75,158,64,49.0,14.0,194,63,919.0,473.0,255.0,218.0,20.9,6.1,7.2
1641778,Leaky Black,WAS,15,7,16,7,17,7,27.0,12.0,28,7,103.0,40.0,30.0,10.0,7.1,5.0,1.5
1631159,Leonard Miller,CHI,136,102,23,9,4,2,48.0,20.0,51,12,262.0,145.0,109.0,36.0,7.8,3.9,0.9
1642862,Liam McNeeley,CHA,14,8,21,6,0,0,22.0,8.0,38,16,95.0,38.0,33.0,5.0,4.3,2.4,0.8
1630322,Lindy Waters III,SAS,5,3,1,0,3,3,23.0,8.0,56,19,88.0,33.0,29.0,4.0,2.4,0.7,0.5
1628366,Lonzo Ball,CLE,18,10,6,2,5,1,31.0,7.0,116,33,176.0,53.0,41.0,12.0,4.6,4.0,3.9
1631351,Lucas Williamson,MEM,15,9,6,1,1,0,12.0,3.0,41,12,75.0,25.0,22.0,3.0,10.4,5.4,2.6
1629652,Luguentz Dort,OKC,64,41,52,20,36,13,76.0,26.0,296,102,524.0,202.0,179.0,23.0,8.3,3.6,1.2
1629029,Luka Dončić,LAL,163,133,365,202,235,104,45.0,8.0,649,246,1457.0,693.0,193.0,500.0,33.5,7.7,8.3
1630568,Luka Garza,BOS,151,109,68,38,11,4,17.0,4.0,110,51,357.0,206.0,144.0,62.0,8.1,4.1,1.0
1628379,Luke Kennard,LAL,64,41,78,45,56,33,83.0,43.0,162,74,443.0,236.0,201.0,35.0,8.4,2.3,2.2
1628436,Luke Kornet,SAS,232,161,34,12,6,2,0.0,0.0,0,0,272.0,175.0,135.0,40.0,6.5,6.1,1.9
1631247,Luke Travers,CLE,15,7,4,1,1,0,4.0,1.0,12,0,36.0,9.0,6.0,3.0,2.3,2.0,0.8
1630644,Mac McClung,CHI,20,15,8,1,1,0,4.0,0.0,26,7,59.0,23.0,15.0,8.0,6.1,0.9,0.9
1641869,Malachi Smith,BKN,24,13,25,12,4,3,11.0,4.0,35,16,99.0,48.0,28.0,20.0,8.3,3.4,3.3
1631103,Malaki Branham,WAS,35,21,16,5,3,3,5.0,1.0,32,13,91.0,43.0,29.0,14.0,4.6,1.6,0.8
1642502,Malevy Leons,GSW,33,20,19,7,4,1,11.0,2.0,5,2,72.0,32.0,19.0,13.0,3.3,2.1,0.9
1628370,Malik Monk,SAC,89,62,165,64,64,27,47.0,16.0,267,108,632.0,277.0,168.0,109.0,12.5,1.9,3.0
1630699,MarJon Beauchamp,PHI,18,14,4,1,7,2,11.0,1.0,36,15,76.0,33.0,25.0,8.0,6.8,2.3,1.1
1631204,Marcus Sasser,DET,24,13,25,7,22,5,28.0,17.0,78,27,177.0,69.0,50.0,19.0,5.2,1.0,2.0
203935,Marcus Smart,LAL,63,39,90,36,30,16,91.0,37.0,202,60,476.0,188.0,135.0,53.0,9.3,2.8,3.0
1641813,Mark Sears,MIL,1,1,3,1,1,0,0.0,0.0,8,4,13.0,6.0,3.0,3.0,3.1,0.3,0.3
1631109,Mark Williams,PHX,309,222,116,53,12,6,1.0,1.0,0,0,438.0,282.0,193.0,89.0,11.7,8.0,1.0
1628365,Markelle Fultz,TOR,1,1,5,1,5,0,0.0,0.0,0,0,11.0,2.0,1.0,1.0,0.8,0.2,1.6
1628963,Marvin Bagley III,DAL,258,182,97,44,4,4,10.0,5.0,42,19,411.0,254.0,166.0,88.0,10.5,6.1,1.4
203486,Mason Plumlee,SAS,13,11,1,0,0,0,0.0,0.0,0,0,14.0,11.0,9.0,2.0,1.6,2.7,1.0
1641824,Matas Buzelis,CHI,349,225,100,40,19,8,133.0,49.0,362,124,963.0,446.0,311.0,135.0,16.3,5.8,2.1
1629680,Matisse Thybulle,POR,28,18,13,3,0,0,34.0,11.0,59,26,134.0,58.0,47.0,11.0,5.8,2.0,0.9
1631108,Max Christie,DAL,125,82,100,37,54,21,165.0,75.0,281,105,725.0,320.0,246.0,74.0,12.3,3.2,2.0
1642917,Max Shulga,BOS,1,1,2,0,1,0,0.0,0.0,4,1,8.0,2.0,2.0,0.0,0.6,0.5,0.2
1629622,Max Strus,CLE,17,10,7,4,0,0,22.0,11.0,60,22,106.0,47.0,38.0,9.0,11.2,5.4,2.0
1628467,Maxi Kleber,LAL,29,19,14,7,4,1,4.0,0.0,22,6,73.0,33.0,33.0,0.0,2.0,2.0,0.6
1642875,Maxime Raynaud,SAC,185,138,364,199,48,22,25.0,7.0,49,17,671.0,383.0,316.0,67.0,12.5,7.5,1.4
1642877,Micah Peavy,NOP,107,62,43,12,17,4,53.0,11.0,55,17,275.0,106.0,74.0,32.0,4.3,1.9,1.0
1630695,Micah Potter,IND,79,58,35,18,11,4,78.0,33.0,90,38,293.0,151.0,130.0,21.0,9.7,5.0,1.5
1629008,Michael Porter Jr.,BKN,222,170,107,46,144,52,69.0,22.0,416,154,958.0,444.0,326.0,118.0,24.2,7.1,3.0
1628969,Mikal Bridges,NYK,221,164,166,79,156,73,199.0,80.0,221,76,963.0,472.0,370.0,102.0,14.4,3.8,3.7
201144,Mike Conley,MIN,16,7,23,7,10,2,48.0,19.0,118,37,215.0,72.0,64.0,8.0,4.5,1.7,2.9
1628970,Miles Bridges,CHA,317,202,242,115,38,14,129.0,46.0,315,101,1041.0,478.0,310.0,168.0,17.1,5.8,3.2
1642939,Miles Kelly,DAL,4,3,4,1,3,2,20.0,9.0,13,1,44.0,16.0,14.0,2.0,3.1,1.7,0.9
1630540,Miles McBride,NYK,37,22,29,9,67,28,78.0,28.0,193,84,404.0,171.0,117.0,54.0,12.0,2.4,2.6
1629011,Mitchell Robinson,NYK,203,146,3,3,0,0,0.0,0.0,0,0,206.0,149.0,86.0,63.0,5.7,8.8,0.9
1628964,Mo Bamba,UTA,9,4,1,0,1,1,0.0,0.0,0,0,11.0,5.0,4.0,1.0,2.5,5.5,0.3
1642885,Mohamed Diawara,NYK,50,25,17,7,16,10,33.0,19.0,97,29,213.0,90.0,73.0,17.0,3.6,1.4,0.8
1628420,Monte Morris,IND,6,4,5,1,1,0,3.0,0.0,5,2,20.0,7.0,5.0,2.0,3.0,1.2,1.5
1629021,Moritz Wagner,ORL,76,45,45,15,4,1,17.0,6.0,53,16,195.0,83.0,71.0,12.0,6.9,3.2,0.8
1630541,Moses Moody,GSW,88,65,62,17,30,12,138.0,60.0,239,91,557.0,245.0,205.0,40.0,12.1,3.3,1.6
1631338,Mouhamadou Gueye,CHI,6,5,0,0,0,0,3.0,1.0,2,0,11.0,6.0,5.0,1.0,8.0,3.0,3.0
1631243,Mouhamed Gueye,ATL,105,77,37,10,18,4,88.0,22.0,42,18,290.0,131.0,105.0,26.0,4.4,3.6,0.9
1630619,Moussa Cisse,DAL,102,63,13,3,0,0,0.0,0.0,0,0,115.0,66.0,45.0,21.0,4.5,5.7,0.2
1631217,Moussa Diabaté,CHA,272,193,83,33,6,2,1.0,1.0,1,0,363.0,229.0,144.0,85.0,7.9,8.7,1.9
1626167,Myles Turner,MIL,122,80,88,35,52,22,73.0,32.0,311,115,646.0,284.0,248.0,36.0,11.9,5.3,1.5
1642066,Myron Gardner,MIA,42,26,15,7,2,0,19.0,5.0,45,21,123.0,59.0,41.0,18.0,3.6,2.7,1.0
1642368,N'Faly Dante,ATL,2,1,1,0,1,0,0.0,0.0,0,0,4.0,1.0,1.0,0.0,0.8,1.8,0.0
1641772,Nae'Qwan Tomlin,CLE,165,110,34,13,0,0,73.0,17.0,42,10,314.0,150.0,107.0,43.0,5.8,2.9,0.8
1630230,Naji Marshall,DAL,226,161,322,174,60,22,103.0,36.0,110,26,821.0,419.0,235.0,184.0,15.2,4.7,3.3
1631466,Nate Williams,GSW,34,24,24,6,0,0,18.0,6.0,12,7,88.0,43.0,32.0,11.0,8.0,2.1,1.0
1629675,Naz Reid,MIN,162,113,221,110,40,12,147.0,61.0,300,101,870.0,397.0,288.0,109.0,13.6,6.2,2.2
1629674,Neemias Queta,BOS,332,250,146,72,13,3,1.0,0.0,7,1,499.0,326.0,240.0,86.0,10.2,8.4,1.7
1629651,Nic Claxton,BKN,351,245,187,72,26,13,1.0,0.0,18,3,583.0,333.0,208.0,125.0,11.7,6.9,3.7
1630208,Nick Richards,CHI,122,74,53,22,8,2,12.0,4.0,6,1,201.0,103.0,76.0,27.0,5.8,5.1,0.3
1641733,Nick Smith Jr.,LAL,8,5,44,21,23,10,11.0,3.0,75,31,161.0,70.0,33.0,37.0,6.2,0.8,1.0
1629638,Nickeil Alexander-Walker,ATL,302,187,158,64,106,46,175.0,84.0,454,167,1195.0,548.0,385.0,163.0,20.8,3.4,3.7
201587,Nicolas Batum,LAC,2,1,1,0,7,3,105.0,49.0,123,43,238.0,96.0,95.0,1.0,4.0,2.5,0.9
1628502,Nigel Hayes-Davis,PHX,4,2,21,10,5,1,6.0,0.0,10,2,46.0,15.0,7.0,8.0,1.3,1.2,0.3
203999,Nikola Jokić,DEN,325,239,394,227,118,66,18.0,10.0,277,102,1132.0,644.0,390.0,254.0,27.7,12.9,10.7
1631107,Nikola Jović,MIA,78,47,54,21,15,2,49.0,8.0,118,37,314.0,115.0,90.0,25.0,7.3,3.3,2.2
1642260,Nikola Topić,OKC,17,12,19,4,0,0,1.0,0.0,14,6,51.0,22.0,13.0,9.0,5.2,1.9,4.4
202696,Nikola Vučević,BOS,185,121,266,141,77,32,29.0,8.0,242,92,799.0,394.0,323.0,71.0,15.1,8.4,3.3
1642363,Nique Clifford,SAC,111,74,165,65,88,33,65.0,22.0,167,55,596.0,249.0,167.0,82.0,8.6,3.8,2.4
1642855,Noa Essengue,CHI,1,0,0,0,0,0,1.0,0.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1641730,Noah Clowney,BKN,107,62,112,51,19,8,117.0,52.0,276,77,631.0,250.0,202.0,48.0,12.3,4.1,1.6
1642869,Noah Penda,ORL,64,36,40,13,6,3,37.0,11.0,56,19,203.0,82.0,51.0,31.0,3.8,3.2,1.2
1642849,Nolan Traore,BKN,135,61,121,52,31,8,48.0,17.0,144,44,479.0,182.0,103.0,79.0,8.9,1.8,3.8
1641807,Norchad Omier,LAC,6,4,3,3,0,0,0.0,0.0,1,0,10.0,7.0,6.0,1.0,2.8,1.2,0.3
1626181,Norman Powell,MIA,229,144,164,85,92,36,64.0,21.0,345,134,894.0,420.0,288.0,132.0,21.7,3.5,2.5
1628384,OG Anunoby,NYK,282,193,68,22,47,17,198.0,88.0,209,69,804.0,389.0,307.0,82.0,16.7,5.2,2.2
1630167,Obi Toppin,IND,64,49,14,8,16,6,24.0,9.0,81,28,199.0,100.0,83.0,17.0,11.6,4.4,2.3
1630534,Ochai Agbaji,BKN,115,75,30,9,7,4,57.0,14.0,71,20,280.0,122.0,105.0,17.0,5.1,2.3,0.8
1630846,Olivier Sarr,CLE,4,3,0,0,0,0,0.0,0.0,3,2,7.0,5.0,4.0,1.0,3.5,2.8,1.3
1641765,Olivier-Maxence Prosper,MEM,151,111,44,19,7,2,56.0,21.0,92,39,350.0,192.0,157.0,35.0,10.0,3.5,1.0
1630209,Omer Yurtseven,GSW,12,6,9,4,1,1,2.0,0.0,2,0,26.0,11.0,6.0,5.0,3.8,3.3,0.9
1630168,Onyeka Okongwu,ATL,240,163,229,103,8,3,107.0,42.0,276,102,860.0,413.0,345.0,68.0,15.2,7.6,3.1
1631115,Orlando Robinson,ORL,2,2,0,0,1,0,0.0,0.0,2,1,5.0,3.0,3.0,0.0,1.8,1.0,0.8
1631131,Oscar Tshiebwe,UTA,94,67,46,22,5,3,0.0,0.0,0,0,145.0,92.0,63.0,29.0,7.8,6.6,1.2
1642345,Oso Ighodaro,PHX,222,172,134,61,9,6,0.0,0.0,1,0,366.0,239.0,181.0,58.0,6.5,5.1,2.3
1631172,Ousmane Dieng,MIL,66,43,78,34,69,28,33.0,15.0,152,48,398.0,168.0,87.0,81.0,7.6,3.2,2.4
1629023,P.J. Washington,DAL,206,129,182,80,36,11,99.0,36.0,135,40,658.0,296.0,202.0,94.0,14.2,7.0,1.8
1641790,PJ Hall,CHA,42,24,10,3,2,0,3.0,2.0,2,1,59.0,30.0,23.0,7.0,4.5,3.9,0.5
1642359,Pacôme Dadiet,NYK,8,7,5,2,3,0,12.0,2.0,20,5,48.0,16.0,15.0,1.0,1.7,0.9,0.4
1631094,Paolo Banchero,ORL,417,279,271,97,189,69,51.0,22.0,224,62,1152.0,529.0,262.0,267.0,22.2,8.4,5.2
1627783,Pascal Siakam,IND,331,227,337,160,194,67,50.0,20.0,243,85,1155.0,559.0,309.0,250.0,24.0,6.6,3.8
1626192,Pat Connaughton,CHA,21,12,12,5,0,0,18.0,8.0,34,13,85.0,38.0,34.0,4.0,2.6,1.5,0.4
1630311,Pat Spencer,GSW,83,49,126,55,59,22,34.0,14.0,134,46,436.0,186.0,80.0,106.0,7.2,2.4,3.5
1631116,Patrick Baldwin Jr.,SAC,5,1,7,3,1,1,4.0,1.0,10,5,27.0,11.0,8.0,3.0,3.7,2.6,0.6
1630172,Patrick Williams,CHI,107,52,76,20,21,11,46.0,17.0,228,78,478.0,178.0,122.0,56.0,7.0,3.0,1.5
202331,Paul George,PHI,68,38,69,32,121,55,63.0,29.0,192,71,513.0,225.0,123.0,102.0,17.3,5.3,3.6
1630194,Paul Reed,DET,186,139,89,46,24,11,14.0,4.0,26,9,339.0,209.0,154.0,55.0,7.8,4.5,1.2
1630202,Payton Pritchard,BOS,140,96,245,137,144,61,47.0,23.0,515,189,1091.0,506.0,228.0,278.0,17.0,3.9,5.2
1642362,Payton Sandfort,OKC,6,4,3,2,0,0,8.0,5.0,9,2,26.0,13.0,12.0,1.0,8.8,2.5,0.0
1641796,Pelle Larsson,MIA,214,151,135,61,18,3,51.0,20.0,141,42,559.0,277.0,199.0,78.0,11.4,3.5,3.4
1631250,Pete Nance,MIL,49,40,22,10,4,0,42.0,21.0,77,29,194.0,100.0,85.0,15.0,5.4,2.7,1.0
1631212,Peyton Watson,DEN,186,120,135,58,63,26,83.0,43.0,114,38,581.0,285.0,212.0,73.0,14.6,4.9,2.1
1630173,Precious Achiuwa,SAC,279,190,196,91,26,8,42.0,10.0,55,17,598.0,316.0,184.0,132.0,10.1,6.7,1.4
1629656,Quentin Grimes,PHI,242,169,70,24,63,20,90.0,38.0,289,88,754.0,339.0,237.0,102.0,13.4,3.6,3.3
1631245,Quenton Jackson,IND,133,89,49,14,28,9,28.0,6.0,90,36,328.0,154.0,103.0,51.0,9.1,2.3,2.9
1642366,Quinten Post,GSW,78,57,64,35,20,8,86.0,25.0,191,68,439.0,193.0,161.0,32.0,7.7,4.0,1.4
1629628,RJ Barrett,TOR,283,198,228,99,22,8,76.0,25.0,207,71,816.0,401.0,274.0,127.0,19.3,5.3,3.3
1642853,Rasheer Fleming,PHX,65,35,11,5,9,2,78.0,29.0,52,16,215.0,87.0,76.0,11.0,4.3,2.3,0.3
1642484,RayJ Dennis,ATL,12,6,21,5,5,1,7.0,0.0,38,14,83.0,26.0,17.0,9.0,4.4,1.5,1.9
1641712,Rayan Rupert,MEM,84,48,73,25,20,6,58.0,17.0,78,27,313.0,123.0,79.0,44.0,5.2,2.9,1.1
1642263,Reed Sheppard,HOU,100,56,149,76,121,48,86.0,42.0,490,185,946.0,407.0,234.0,173.0,13.5,2.9,3.4
1642434,Riley Minix,CLE,7,7,3,2,1,1,7.0,4.0,5,0,23.0,14.0,8.0,6.0,3.9,0.7,0.6
1642265,Rob Dillingham,CHI,128,67,92,29,59,25,29.0,11.0,104,31,412.0,163.0,74.0,89.0,6.3,2.0,2.2
1629057,Robert Williams III,POR,189,147,28,15,10,6,19.0,8.0,4,1,250.0,177.0,126.0,51.0,6.7,7.0,1.0
1642911,Rocco Zikarsky,MIN,4,3,3,2,1,0,0.0,0.0,0,0,8.0,5.0,5.0,0.0,2.8,2.8,0.4
1631199,Ron Harper Jr.,BOS,15,12,14,6,1,0,28.0,10.0,52,18,110.0,46.0,34.0,12.0,4.2,1.7,0.8
1641842,Ronald Holland II,DET,216,140,106,41,24,4,119.0,29.0,79,21,544.0,235.0,163.0,72.0,8.2,4.0,1.2
1626220,Royce O'Neale,PHX,50,31,45,16,10,4,97.0,52.0,422,159,624.0,262.0,228.0,34.0,9.8,4.8,2.7
203497,Rudy Gobert,MIN,424,312,55,22,7,1,2.0,0.0,3,0,491.0,335.0,220.0,115.0,10.9,11.5,1.7
1629060,Rui Hachimura,LAL,115,76,76,35,144,80,111.0,47.0,151,69,597.0,307.0,266.0,41.0,11.5,3.3,0.8
201566,Russell Westbrook,SAC,168,109,176,80,116,41,108.0,39.0,271,89,839.0,358.0,158.0,200.0,15.2,5.4,6.7
1642346,Ryan Dunn,PHX,136,89,50,18,7,1,119.0,43.0,50,13,362.0,164.0,123.0,41.0,5.8,4.2,1.5
1641750,Ryan Kalkbrenner,CHA,244,195,38,23,4,1,1.0,0.0,4,0,291.0,219.0,156.0,63.0,7.6,5.5,0.8
1642948,Ryan Nembhard,DAL,49,31,99,41,107,42,16.0,5.0,119,43,390.0,162.0,68.0,94.0,6.6,2.2,5.3
1631157,Ryan Rollins,MIL,245,159,177,73,155,70,102.0,44.0,351,140,1030.0,486.0,192.0,294.0,17.3,4.6,5.6
1630180,Saddiq Bey,NOP,307,189,185,78,63,18,138.0,57.0,273,94,966.0,436.0,266.0,170.0,17.7,5.6,2.5
1630573,Sam Hauser,BOS,28,23,26,11,44,21,96.0,43.0,407,154,601.0,252.0,234.0,18.0,9.2,3.8,1.5
1630241,Sam Merrill,CLE,50,40,32,13,27,12,64.0,34.0,311,124,484.0,223.0,201.0,22.0,12.8,2.6,2.4
1630572,Sandro Mamukelashvili,TOR,237,169,89,44,9,2,70.0,25.0,226,90,631.0,330.0,278.0,52.0,11.2,4.9,1.9
1630583,Santi Aldama,MEM,121,86,115,56,40,16,49.0,27.0,151,43,476.0,228.0,196.0,32.0,14.0,6.7,2.9
1630703,Scoot Henderson,POR,84,47,58,18,38,21,33.0,9.0,129,48,342.0,143.0,77.0,66.0,14.2,2.7,3.7
1630567,Scottie Barnes,TOR,389,270,315,144,195,87,62.0,18.0,162,50,1123.0,569.0,342.0,227.0,18.1,7.5,5.9
1630590,Scotty Pippen Jr.,MEM,26,17,29,12,9,4,6.0,1.0,26,9,96.0,43.0,23.0,20.0,11.4,2.2,4.7
1642951,Sean Pedulla,LAC,0,0,3,2,2,0,3.0,0.0,7,3,15.0,5.0,4.0,1.0,1.9,0.4,0.7
203552,Seth Curry,GSW,2,2,4,3,18,7,9.0,6.0,16,6,49.0,24.0,21.0,3.0,7.1,1.2,1.0
1631101,Shaedon Sharpe,POR,264,181,144,57,154,51,37.0,14.0,269,89,868.0,392.0,180.0,212.0,20.8,4.3,2.6
1628983,Shai Gilgeous-Alexander,OKC,365,260,303,161,355,195,18.0,6.0,280,109,1321.0,731.0,144.0,587.0,31.1,4.3,6.6
