player_id,player_name,team,fga_rim,fgm_rim,fga_paint_non_ra,fgm_paint_non_ra,fga_midrange,fgm_midrange,fga_corner3,fgm_corner3,fga_above_break3,fgm_above_break3,total_fga,assisted_fgm,unassisted_fgm,ppg,rpg,apg
1642347,Jamal Shead,TOR,95,54,122,42,25,5,51.0,14.0,211,70,504.0,32.0,0.0,6.6,1.7,5.4
1642347,Jamal Shead,TOR,95,54,122,42,25,5,51.0,14.0,211,70,504.0,22.0,0.0,6.6,1.7,5.4
1642347,Jamal Shead,TOR,95,54,122,42,25,5,51.0,14.0,211,70,504.0,12.0,0.0,6.6,1.7,5.4
1642347,Jamal Shead,TOR,95,54,122,42,25,5,51.0,14.0,211,70,504.0,6.0,0.0,6.6,1.7,5.4
1642347,Jamal Shead,TOR,95,54,122,42,25,5,51.0,14.0,211,70,504.0,9.0,0.0,6.6,1.7,5.4
1642347,Jamal Shead,TOR,95,54,122,42,25,5,51.0,14.0,211,70,504.0,28.0,0.0,6.6,1.7,5.4
1642347,Jamal Shead,TOR,95,54,122,42,25,5,51.0,14.0,211,70,504.0,83.0,0.0,6.6,1.7,5.4
1642347,Jamal Shead,TOR,95,54,122,42,25,5,51.0,14.0,211,70,504.0,75.0,0.0,6.6,1.7,5.4
1631123,Jamaree Bouyea,PHX,58,50,60,23,40,12,17.0,6.0,61,17,236.0,3.0,0.0,5.7,1.8,1.8
1631123,Jamaree Bouyea,PHX,58,50,60,23,40,12,17.0,6.0,61,17,236.0,2.0,0.0,5.7,1.8,1.8
1631123,Jamaree Bouyea,PHX,58,50,60,23,40,12,17.0,6.0,61,17,236.0,18.0,0.0,5.7,1.8,1.8
1631123,Jamaree Bouyea,PHX,58,50,60,23,40,12,17.0,6.0,61,17,236.0,4.0,0.0,5.7,1.8,1.8
1631123,Jamaree Bouyea,PHX,58,50,60,23,40,12,17.0,6.0,61,17,236.0,3.0,0.0,5.7,1.8,1.8
1631123,Jamaree Bouyea,PHX,58,50,60,23,40,12,17.0,6.0,61,17,236.0,1.0,0.0,5.7,1.8,1.8
1631123,Jamaree Bouyea,PHX,58,50,60,23,40,12,17.0,6.0,61,17,236.0,1.0,0.0,5.7,1.8,1.8
1631123,Jamaree Bouyea,PHX,58,50,60,23,40,12,17.0,6.0,61,17,236.0,8.0,0.0,5.7,1.8,1.8
1631123,Jamaree Bouyea,PHX,58,50,60,23,40,12,17.0,6.0,61,17,236.0,7.0,0.0,5.7,1.8,1.8
1631123,Jamaree Bouyea,PHX,58,50,60,23,40,12,17.0,6.0,61,17,236.0,4.0,0.0,5.7,1.8,1.8
1631123,Jamaree Bouyea,PHX,58,50,60,23,40,12,17.0,6.0,61,17,236.0,1.0,0.0,5.7,1.8,1.8
1631123,Jamaree Bouyea,PHX,58,50,60,23,40,12,17.0,6.0,61,17,236.0,1.0,0.0,5.7,1.8,1.8
1631123,Jamaree Bouyea,PHX,58,50,60,23,40,12,17.0,6.0,61,17,236.0,2.0,0.0,5.7,1.8,1.8
1631123,Jamaree Bouyea,PHX,58,50,60,23,40,12,17.0,6.0,61,17,236.0,6.0,0.0,5.7,1.8,1.8
1631123,Jamaree Bouyea,PHX,58,50,60,23,40,12,17.0,6.0,61,17,236.0,10.0,0.0,5.7,1.8,1.8
1631123,Jamaree Bouyea,PHX,58,50,60,23,40,12,17.0,6.0,61,17,236.0,3.0,0.0,5.7,1.8,1.8
1631123,Jamaree Bouyea,PHX,58,50,60,23,40,12,17.0,6.0,61,17,236.0,8.0,0.0,5.7,1.8,1.8
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,4.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,11.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,28.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,3.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,2.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,13.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,8.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,17.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,23.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,39.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,86.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,29.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,19.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,67.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,10.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,52.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,17.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,2.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,17.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,39.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,1.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,8.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,1.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,15.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,31.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,8.0,0.0,23.6,4.8,8.0
201935,James Harden,CLE,208,133,245,100,97,39,32.0,10.0,541,205,1123.0,7.0,0.0,23.6,4.8,8.0
1630164,James Wiseman,IND,7,5,2,1,1,0,0.0,0.0,0,0,10.0,1.0,0.0,3.3,2.0,0.8
1630164,James Wiseman,IND,7,5,2,1,1,0,0.0,0.0,0,0,10.0,1.0,0.0,3.3,2.0,0.8
1630164,James Wiseman,IND,7,5,2,1,1,0,0.0,0.0,0,0,10.0,1.0,0.0,3.3,2.0,0.8
1642364,Jamir Watkins,WAS,91,67,39,16,8,2,70.0,20.0,88,27,296.0,1.0,0.0,7.4,3.9,1.3
1642364,Jamir Watkins,WAS,91,67,39,16,8,2,70.0,20.0,88,27,296.0,3.0,0.0,7.4,3.9,1.3
1642364,Jamir Watkins,WAS,91,67,39,16,8,2,70.0,20.0,88,27,296.0,2.0,0.0,7.4,3.9,1.3
1642364,Jamir Watkins,WAS,91,67,39,16,8,2,70.0,20.0,88,27,296.0,9.0,0.0,7.4,3.9,1.3
1642364,Jamir Watkins,WAS,91,67,39,16,8,2,70.0,20.0,88,27,296.0,1.0,0.0,7.4,3.9,1.3
1642364,Jamir Watkins,WAS,91,67,39,16,8,2,70.0,20.0,88,27,296.0,12.0,0.0,7.4,3.9,1.3
1642364,Jamir Watkins,WAS,91,67,39,16,8,2,70.0,20.0,88,27,296.0,1.0,0.0,7.4,3.9,1.3
1642364,Jamir Watkins,WAS,91,67,39,16,8,2,70.0,20.0,88,27,296.0,7.0,0.0,7.4,3.9,1.3
1642364,Jamir Watkins,WAS,91,67,39,16,8,2,70.0,20.0,88,27,296.0,6.0,0.0,7.4,3.9,1.3
1642364,Jamir Watkins,WAS,91,67,39,16,8,2,70.0,20.0,88,27,296.0,1.0,0.0,7.4,3.9,1.3
1642364,Jamir Watkins,WAS,91,67,39,16,8,2,70.0,20.0,88,27,296.0,1.0,0.0,7.4,3.9,1.3
1642364,Jamir Watkins,WAS,91,67,39,16,8,2,70.0,20.0,88,27,296.0,5.0,0.0,7.4,3.9,1.3
1642364,Jamir Watkins,WAS,91,67,39,16,8,2,70.0,20.0,88,27,296.0,4.0,0.0,7.4,3.9,1.3
1642364,Jamir Watkins,WAS,91,67,39,16,8,2,70.0,20.0,88,27,296.0,4.0,0.0,7.4,3.9,1.3
1642364,Jamir Watkins,WAS,91,67,39,16,8,2,70.0,20.0,88,27,296.0,10.0,0.0,7.4,3.9,1.3
1642419,Jamison Battle,TOR,38,25,15,10,7,4,30.0,14.0,54,21,144.0,2.0,0.0,3.1,1.5,0.4
1642419,Jamison Battle,TOR,38,25,15,10,7,4,30.0,14.0,54,21,144.0,2.0,0.0,3.1,1.5,0.4
1642419,Jamison Battle,TOR,38,25,15,10,7,4,30.0,14.0,54,21,144.0,7.0,0.0,3.1,1.5,0.4
1642419,Jamison Battle,TOR,38,25,15,10,7,4,30.0,14.0,54,21,144.0,2.0,0.0,3.1,1.5,0.4
